Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
7/18/2002,BRITANNIA,EQ,524.6,510.55,525.95,510.55,520,519.6,518.51,4280,2.21922E+11,,3692,0.8626
7/19/2002,BRITANNIA,EQ,519.6,510,558,508,512.4,518.7,518.87,3515,1.82384E+11,,2694,0.7664
7/22/2002,BRITANNIA,EQ,518.7,545.55,545.55,512.05,522,521.3,520.9,5836,3.03997E+11,,5141,0.8809
7/23/2002,BRITANNIA,EQ,521.3,535,535,519.45,526,526.4,525.77,3780,1.98742E+11,,2818,0.7455
7/24/2002,BRITANNIA,EQ,526.4,520,527.8,518,523.1,524.25,524.94,5852,3.07192E+11,,5235,0.8946
7/25/2002,BRITANNIA,EQ,524.25,545.95,545.95,520.1,527.2,525.6,526.13,4723,2.48492E+11,,3945,0.8353
7/26/2002,BRITANNIA,EQ,525.6,535,535,505.25,514,517.35,520.62,10523,5.4785E+11,,8846,0.8406
7/29/2002,BRITANNIA,EQ,517.35,554,554,508.15,508.15,509.2,512.95,8893,4.56163E+11,,6990,0.786
7/30/2002,BRITANNIA,EQ,509.2,534.95,539,485,512,510.1,513.47,6150,3.15785E+11,,4134,0.6722
7/31/2002,BRITANNIA,EQ,510.1,525,525,482,512.5,513.55,511.8,3608,1.84657E+11,,2388,0.6619
8/1/2002,BRITANNIA,EQ,513.55,519.95,524,502,524,518.2,514.45,4455,2.29186E+11,,3693,0.829
8/2/2002,BRITANNIA,EQ,518.2,480.55,521.9,480.55,512,511.45,510.53,1262,64429075000,,813,0.6442
8/5/2002,BRITANNIA,EQ,511.45,513,515,502,508.9,507.55,508.5,8732,4.44019E+11,,7570,0.8669
8/6/2002,BRITANNIA,EQ,507.55,508,514,506.1,514,511.85,508.74,3130,1.59235E+11,,2689,0.8591
8/7/2002,BRITANNIA,EQ,511.85,512,519.8,501,515,512.05,511.26,3973,2.03124E+11,,2506,0.6308
8/8/2002,BRITANNIA,EQ,512.05,519.95,519.95,510,510,513.3,512.33,1358,69574100000,,888,0.6539
8/9/2002,BRITANNIA,EQ,513.3,507.2,519.75,507.2,519.5,518.25,513.49,5486,2.81702E+11,,4153,0.757
8/12/2002,BRITANNIA,EQ,518.25,507.1,520,507.1,515,515.55,515.93,2081,1.07365E+11,,1690,0.8121
8/13/2002,BRITANNIA,EQ,515.55,515,523,511,511,513.25,513.58,2343,1.20332E+11,,1870,0.7981
8/14/2002,BRITANNIA,EQ,513.25,511,524.95,508.1,509,509.15,509.53,6413,3.2676E+11,,5756,0.8976
8/16/2002,BRITANNIA,EQ,509.15,524,524,512,517.1,518.15,518.2,4457,2.3096E+11,,3004,0.674
8/19/2002,BRITANNIA,EQ,518.15,515,524.9,515,516,516.1,516.45,2202,1.13723E+11,,1780,0.8084
8/20/2002,BRITANNIA,EQ,516.1,514.95,515.8,510.05,510.05,510.85,512.09,3009,1.54088E+11,,2229,0.7408
8/21/2002,BRITANNIA,EQ,510.85,506,518.95,506,510.1,510.15,510.46,2361,1.20521E+11,,1762,0.7463
8/22/2002,BRITANNIA,EQ,510.15,508.3,512.15,508.3,512.15,512.05,510.6,3155,1.61093E+11,,2710,0.859
8/23/2002,BRITANNIA,EQ,512.05,508.1,521,508.1,520,518.65,517.15,7636,3.94895E+11,,7065,0.9252
8/26/2002,BRITANNIA,EQ,518.65,520,523.5,512,521.5,522.35,519.81,6773,3.52064E+11,,4643,0.6855
8/27/2002,BRITANNIA,EQ,522.35,519.2,520.9,515.5,520,518.05,518.26,1436,74421435000,,962,0.6699
8/28/2002,BRITANNIA,EQ,518.05,518,520,514,520,519,518.26,2603,1.34904E+11,,1772,0.6808
8/29/2002,BRITANNIA,EQ,519,525,530,521.05,530,528.7,524.81,7030,3.68938E+11,,5819,0.8277
8/30/2002,BRITANNIA,EQ,528.7,522.75,530,515.65,525,527.1,524.87,13798,7.24209E+11,,9148,0.663
9/2/2002,BRITANNIA,EQ,527.1,537,537,525.5,531,530,527.67,7492,3.95329E+11,,7316,0.9765
9/3/2002,BRITANNIA,EQ,530,530,535,518.15,535,533.4,531.5,2082,1.10659E+11,,1273,0.6114
9/4/2002,BRITANNIA,EQ,533.4,531.9,575,531.9,535,539.6,552.84,43927,2.42846E+12,,24668,0.5616
9/5/2002,BRITANNIA,EQ,539.6,569,569,540,540,543.45,550.86,25262,1.39158E+12,,12205,0.4831
9/6/2002,BRITANNIA,EQ,543.45,550,550,536,542,539.15,540.07,4586,2.47676E+11,,3282,0.7157
9/9/2002,BRITANNIA,EQ,539.15,537,539.9,530.3,532,534.7,533.97,7301,3.89852E+11,,4981,0.6822
9/11/2002,BRITANNIA,EQ,534.7,532,536.5,527,528,528,530.3,2605,1.38143E+11,,1660,0.6372
9/12/2002,BRITANNIA,EQ,528,533.65,533.65,524.25,530.2,530.05,527.5,18419,9.71609E+11,,17760,0.9642
9/13/2002,BRITANNIA,EQ,530.05,530,532.8,527,528,529.35,529.76,4782,2.53333E+11,,3937,0.8233
9/16/2002,BRITANNIA,EQ,529.35,531,532.9,528.5,529.35,529.5,530.47,1073,56919865000,,1015,0.9459
9/17/2002,BRITANNIA,EQ,529.5,532.85,532.9,529.25,530,530.25,530.28,1231,65276950000,,1078,0.8757
9/18/2002,BRITANNIA,EQ,530.25,529.05,535,527,528,529.6,531.21,2380,1.26428E+11,,1811,0.7609
9/19/2002,BRITANNIA,EQ,529.6,528.55,528.55,522.5,522.5,523.7,525.06,9154,4.80639E+11,,8971,0.98
9/20/2002,BRITANNIA,EQ,523.7,548,548,510.15,527.5,528.05,527.18,2266,1.19458E+11,,1480,0.6531
9/23/2002,BRITANNIA,EQ,528.05,520,527.5,519.1,520.05,522.25,524.8,32953,1.72939E+12,,32015,0.9715
9/24/2002,BRITANNIA,EQ,522.25,520,529,520,524.05,526.75,521.32,21735,1.13309E+12,,21324,0.9811
9/25/2002,BRITANNIA,EQ,526.75,526,526,517.1,521,520.05,520.31,15394,8.00963E+11,,14536,0.9443
9/26/2002,BRITANNIA,EQ,520.05,517.15,535,517.15,526.3,527.4,529.92,1624,86059310000,,871,0.5363
9/27/2002,BRITANNIA,EQ,527.4,526,526,520,522,521.5,522.4,1900,99256425000,,,
9/30/2002,BRITANNIA,EQ,521.5,549,549,515.05,520,520.15,520.84,1767,92033085000,,2443,0.6662
10/1/2002,BRITANNIA,EQ,520.15,520,521.9,519,521,521.45,520.39,1323,68847590000,,1192,0.901
10/3/2002,BRITANNIA,EQ,521.45,528,535,518,532,529.25,523.34,5961,3.11962E+11,,4905,0.8228
10/4/2002,BRITANNIA,EQ,529.25,530,535,520.15,529,526.7,524.85,2146,1.12633E+11,,1434,0.6682
10/7/2002,BRITANNIA,EQ,526.7,515,530,515,528.2,526.3,526.04,1896,99736765000,,1412,0.7447
10/8/2002,BRITANNIA,EQ,526.3,508,532,508,526,526,526.09,1342,70601225000,,885,0.6595
10/9/2002,BRITANNIA,EQ,526,516.25,528,516.25,524.25,524.95,523.29,4119,2.15545E+11,,2393,0.581
10/10/2002,BRITANNIA,EQ,524.95,518.5,527.6,518.5,525,525.05,524.99,23985,1.25919E+12,,23461,0.9782
10/11/2002,BRITANNIA,EQ,525.05,520.75,529.95,520.75,529.95,526.7,525.37,1988,1.04444E+11,,1621,0.8154
10/14/2002,BRITANNIA,EQ,526.7,566.2,566.2,527,527.5,528.65,529.33,317,16779820000,,306,0.9653
10/16/2002,BRITANNIA,EQ,528.65,529.85,550,525,525,525.05,525.11,36190,1.90038E+12,,35707,0.9867
10/17/2002,BRITANNIA,EQ,525.05,520,529.95,519.85,528.95,527.25,526.18,2607,1.37175E+11,,1537,0.5896
10/18/2002,BRITANNIA,EQ,527.25,523.5,529.55,523.5,528.9,525.45,524.99,27128,1.42419E+12,,26476,0.976
10/21/2002,BRITANNIA,EQ,525.45,520.5,530,520,525,525.6,526.8,2421,1.27539E+11,,1675,0.6919
10/22/2002,BRITANNIA,EQ,525.6,544,544,518,527.55,530.2,524.96,6509,3.41699E+11,,1046,0.1607
10/23/2002,BRITANNIA,EQ,530.2,523.8,532,523.8,525,527.4,529.47,2049,1.08489E+11,,1447,0.7062
10/24/2002,BRITANNIA,EQ,527.4,520,530,520,525,525,527.87,3199,1.68867E+11,,2395,0.7487
10/25/2002,BRITANNIA,EQ,525,530,530,520,525,522.5,526.11,5388,2.83468E+11,,3442,0.6388
10/28/2002,BRITANNIA,EQ,522.5,523,528,513.65,524,521,519.68,5453,2.83381E+11,,3338,0.6121
10/29/2002,BRITANNIA,EQ,521,530,530,515.5,521,521,520.74,5613,2.92292E+11,,5189,0.9245
10/30/2002,BRITANNIA,EQ,521,510,524.5,510,520,519.75,515.77,5935,3.06112E+11,,3950,0.6655
10/31/2002,BRITANNIA,EQ,519.75,506,527,506,525,522.15,518.07,10496,5.43768E+11,,8026,0.7647
11/1/2002,BRITANNIA,EQ,522.15,515,525,515,522,522.05,519.74,3617,1.8799E+11,,,
11/4/2002,BRITANNIA,EQ,522.05,520,526.9,513.5,519,518.45,518.17,602,31193600000,,2847,0.6748
11/5/2002,BRITANNIA,EQ,518.45,524.5,524.75,516,517,516.15,518.06,1246,64549890000,,787,0.6316
11/7/2002,BRITANNIA,EQ,516.15,516.05,521.5,516.05,520,520.05,519.69,2475,1.28623E+11,,1884,0.7612
11/8/2002,BRITANNIA,EQ,520.05,522.8,523.75,520,521.25,521.85,521.18,1326,69108675000,,954,0.7195
11/11/2002,BRITANNIA,EQ,521.85,515.4,526.85,515.4,525.5,524.55,523.28,4924,2.57665E+11,,3868,0.7855
11/12/2002,BRITANNIA,EQ,524.55,515,528,515,522,519.7,519.79,6470,3.36304E+11,,1130,0.1747
11/13/2002,BRITANNIA,EQ,519.7,520,520,515,517,518.45,518.27,17237,8.93344E+11,,16196,0.9396
11/14/2002,BRITANNIA,EQ,518.45,516.05,518,514.1,517.5,517.25,515.79,2034,1.04912E+11,,1350,0.6637
11/15/2002,BRITANNIA,EQ,517.25,513.2,524.6,513.2,520,519.9,519.43,11709,6.08202E+11,,10352,0.8841
11/18/2002,BRITANNIA,EQ,519.9,520,524,517.3,522.85,521.65,520.95,1495,77882195000,,1329,0.889
11/20/2002,BRITANNIA,EQ,521.65,518.35,521.95,518,519.15,520.3,520.07,15040,7.82189E+11,,13114,0.8719
11/21/2002,BRITANNIA,EQ,520.3,516,520.9,516,519.5,519.95,518.43,1819,94302170000,,1173,0.6449
11/22/2002,BRITANNIA,EQ,519.95,517.25,522.9,515.1,520.1,521.05,519.4,6008,3.12056E+11,,5014,0.8346
11/25/2002,BRITANNIA,EQ,521.05,519,521,515.2,519.45,519.55,519.97,13272,6.90099E+11,,12125,0.9136
11/26/2002,BRITANNIA,EQ,519.55,598.45,598.45,516.5,518.55,520.15,519.8,1732,90029185000,,1172,0.6767
11/27/2002,BRITANNIA,EQ,520.15,515.4,520,515.4,519,518.75,518.14,1642,85078045000,,1225,0.746
11/28/2002,BRITANNIA,EQ,518.75,520,522,518.3,520.15,520.25,520.28,25731,1.33873E+12,,24807,0.9641
11/29/2002,BRITANNIA,EQ,520.25,516.35,523.4,516.35,521,521,520.9,2123,1.10586E+11,,1849,0.8709
12/2/2002,BRITANNIA,EQ,521,518.25,522.4,518.25,520.25,521.35,520.47,2750,1.43129E+11,,2382,0.8662
12/3/2002,BRITANNIA,EQ,521.35,522.3,522.85,517.7,521,521.2,520.69,1159,60348325000,,1002,0.8645
12/4/2002,BRITANNIA,EQ,521.2,535,535,516.5,524,523.8,523.38,4535,2.37352E+11,,3470,0.7652
12/5/2002,BRITANNIA,EQ,523.8,519,524.9,519,520,520.1,520.29,1322,68782690000,,863,0.6528
12/6/2002,BRITANNIA,EQ,520.1,530,530,511.6,520.8,521.5,519.94,7539,3.91984E+11,,6628,0.8792
12/9/2002,BRITANNIA,EQ,521.5,517.55,522.25,514.1,519.6,518.05,517.54,4490,2.32377E+11,,3082,0.6864
12/10/2002,BRITANNIA,EQ,518.05,519.95,521.9,517.25,521.9,519.7,518.76,1486,77088325000,,640,0.4307
12/11/2002,BRITANNIA,EQ,519.7,515,521,513,519.55,520.05,517.55,6575,3.40288E+11,,3132,0.4763
12/12/2002,BRITANNIA,EQ,520.05,520,520.1,516,516,516.2,518.64,6896,3.57654E+11,,6514,0.9446
12/13/2002,BRITANNIA,EQ,516.2,516.05,520,516.05,519.6,519.2,518.33,3914,2.02875E+11,,2675,0.6834
12/16/2002,BRITANNIA,EQ,519.2,518.35,520,512,519,518.75,517.54,4679,2.42155E+11,,3044,0.6506
12/17/2002,BRITANNIA,EQ,518.75,514.75,516.05,510,510.2,511.65,514.06,2909,1.4954E+11,,1850,0.636
12/18/2002,BRITANNIA,EQ,511.65,511.55,514.95,511.55,513,513.1,513.65,1878,96464370000,,1565,0.8333
12/19/2002,BRITANNIA,EQ,513.1,510.25,524,510.25,513,513,515.18,1487,76607175000,,658,0.4425
12/20/2002,BRITANNIA,EQ,513,512.05,523.6,512.05,523.5,521.8,518.24,6206,3.21621E+11,,4991,0.8042
12/23/2002,BRITANNIA,EQ,521.8,524.9,524.9,515.15,520,519.35,519.14,1333,69201415000,,1025,0.7689
12/24/2002,BRITANNIA,EQ,519.35,524,524,515.2,519,519,517.96,953,49362000000,,633,0.6642
12/26/2002,BRITANNIA,EQ,519,520,520.95,516.6,517.25,517.4,518.69,20404,1.05834E+12,,20251,0.9925
12/27/2002,BRITANNIA,EQ,517.4,514.25,519.95,514.25,514.55,515.75,515.95,2372,1.22384E+11,,1953,0.8234
12/30/2002,BRITANNIA,EQ,515.75,515.05,516.95,511.55,511.55,512.3,513.45,3324,1.7067E+11,,3108,0.935
12/31/2002,BRITANNIA,EQ,512.3,510.3,517.95,510.3,511.05,512.25,513.31,614,31517125000,,346,0.5635
1/1/2003,BRITANNIA,EQ,512.25,515,519.95,510.05,510.05,515.5,515.19,11945,6.15389E+11,,11290,0.9452
1/2/2003,BRITANNIA,EQ,515.5,519.25,519.3,511,516.25,516.3,514.82,4060,2.09017E+11,,3216,0.7921
1/3/2003,BRITANNIA,EQ,516.3,511.5,516,511.5,515,514.75,514.84,781,40208870000,,660,0.8451
1/6/2003,BRITANNIA,EQ,514.75,511,518,511,515,516.5,515.18,3500,1.80313E+11,,3281,0.9374
1/7/2003,BRITANNIA,EQ,516.5,516,516.5,511.45,516.25,516.25,515.14,631,32505280000,,502,0.7956
1/8/2003,BRITANNIA,EQ,516.25,511.25,520,511.25,518.7,518.15,516.23,1280,66077360000,,843,0.6586
1/9/2003,BRITANNIA,EQ,518.15,512.25,520,512.25,520,518.55,517.86,7799,4.03877E+11,,6896,0.8842
1/10/2003,BRITANNIA,EQ,518.55,512,519.95,512,519.95,518.35,517.56,1826,94506655000,,1151,0.6303
1/13/2003,BRITANNIA,EQ,518.35,518.7,519.95,516,519.95,518.2,518.1,1168,60513870000,,1090,0.9332
1/14/2003,BRITANNIA,EQ,518.2,515.3,520,515.3,516.05,517.75,518.64,6015,3.11961E+11,,5513,0.9165
1/15/2003,BRITANNIA,EQ,517.75,518.9,519.95,515.3,515.3,515.75,516.45,946,48855745000,,600,0.6342
1/16/2003,BRITANNIA,EQ,515.75,539,560,515,516,519.05,537.25,11018,5.91946E+11,,10141,0.9204
1/17/2003,BRITANNIA,EQ,519.05,515,518.75,515,515,515.5,516.12,2990,1.54319E+11,,2780,0.9298
1/20/2003,BRITANNIA,EQ,515.5,515,515.9,510,511.25,514,513.6,6264,3.21718E+11,,5539,0.8843
1/21/2003,BRITANNIA,EQ,514,511,516.45,510.55,510.55,511.1,511.49,1428,73040905000,,1209,0.8466
1/22/2003,BRITANNIA,EQ,511.1,511,516,510,515.2,515.1,514.06,3043,1.56429E+11,,2701,0.8876
1/23/2003,BRITANNIA,EQ,515.1,511.4,517.35,511.4,514.8,514.85,514.45,2639,1.35763E+11,,2319,0.8787
1/24/2003,BRITANNIA,EQ,514.85,515,515.75,511.05,515,514.4,513.69,5070,2.60441E+11,,3285,0.6479
1/27/2003,BRITANNIA,EQ,514.4,520,520,508.05,515,513.45,513.74,5149,2.64525E+11,,3898,0.757
1/28/2003,BRITANNIA,EQ,513.45,519.9,520,511.35,515.9,515.1,514.18,2910,1.49627E+11,,2079,0.7144
1/29/2003,BRITANNIA,EQ,515.1,512.75,517,512.55,513.65,514.75,514.38,1935,99531720000,,1591,0.8222
1/30/2003,BRITANNIA,EQ,514.75,510.75,516.9,507.25,509.55,509.7,509.89,6150,3.13583E+11,,5220,0.8488
1/31/2003,BRITANNIA,EQ,509.7,517.45,517.45,503,512,509.95,508.64,2746,1.39674E+11,,1852,0.6744
2/3/2003,BRITANNIA,EQ,509.95,507.7,509.9,506.7,509.15,509.2,507.9,1735,88120245000,,1356,0.7816
2/4/2003,BRITANNIA,EQ,509.2,519,519,506.7,508,508,508,1601,81331060000,,996,0.6221
2/5/2003,BRITANNIA,EQ,508,514,514,505.35,507.35,506.95,506.71,690,34962660000,,437,0.6333
2/6/2003,BRITANNIA,EQ,506.95,507,507.95,505.5,505.6,505.95,506.04,1177,59560795000,,994,0.8445
2/7/2003,BRITANNIA,EQ,505.95,505.15,506.95,502.3,506.95,506.2,505.13,667,33691880000,,527,0.7901
2/10/2003,BRITANNIA,EQ,506.2,505,506,502.45,504.1,505.85,503.64,1574,79272740000,,1441,0.9155
2/11/2003,BRITANNIA,EQ,505.85,505,505,501.1,501.1,501.3,501.95,558,28008880000,,473,0.8477
2/12/2003,BRITANNIA,EQ,501.3,500.5,501.6,498.15,500.4,501.4,499.54,3016,1.50661E+11,,2725,0.9035
2/14/2003,BRITANNIA,EQ,501.4,500.4,504.8,498.15,504.8,501.15,499.85,1190,59481555000,,1106,0.9294
2/17/2003,BRITANNIA,EQ,501.15,512.9,512.9,500,500.25,501.4,501.61,964,48354890000,,741,0.7687
2/18/2003,BRITANNIA,EQ,501.4,500.1,503.7,500.1,503,502.05,501.51,2008,1.00703E+11,,1895,0.9437
2/19/2003,BRITANNIA,EQ,502.05,511,511,502.25,504.5,506.25,505.3,3159,1.59625E+11,,2729,0.8639
2/20/2003,BRITANNIA,EQ,506.25,504.4,508,501.6,505,506.7,504.78,2000,1.00956E+11,,1350,0.675
2/21/2003,BRITANNIA,EQ,506.7,500,510,500,509.8,508.9,504.39,1830,92302990000,,1334,0.729
2/24/2003,BRITANNIA,EQ,508.9,504.25,508.95,503,504.85,505.45,504.42,1664,83936100000,,1340,0.8053
2/25/2003,BRITANNIA,EQ,505.45,510.5,510.5,503.1,507.75,507.05,505.94,1137,57525470000,,891,0.7836
2/26/2003,BRITANNIA,EQ,507.05,501.15,508.9,501.15,505,504.45,504.27,6499,3.27725E+11,,6392,0.9835
2/27/2003,BRITANNIA,EQ,504.45,510,510,500.15,506,505.15,506.4,12421,6.29001E+11,,9910,0.7978
2/28/2003,BRITANNIA,EQ,505.15,510,535,503.1,518,519.2,519.66,12377,6.43178E+11,,7808,0.6308
3/3/2003,BRITANNIA,EQ,519.2,530.05,541.8,507,509,509.85,528.14,24425,1.28999E+12,,14712,0.6023
3/4/2003,BRITANNIA,EQ,509.85,518,518,507.1,511,510.75,511.39,3236,1.65486E+11,,2714,0.8387
3/5/2003,BRITANNIA,EQ,510.75,519,524,508,509.5,509.7,511.86,2934,1.50178E+11,,1958,0.6673
3/6/2003,BRITANNIA,EQ,509.7,518,518,507.55,508.1,508.05,509.9,2528,1.28902E+11,,1909,0.7551
3/7/2003,BRITANNIA,EQ,508.05,508,509,499,502,501.35,502.7,5591,2.81058E+11,,4871,0.8712
3/10/2003,BRITANNIA,EQ,501.35,506,510,505.5,507.65,508.3,508,5452,2.76962E+11,,3740,0.686
3/11/2003,BRITANNIA,EQ,508.3,506.9,507,500.2,505,505,504.24,4724,2.38201E+11,,2759,0.584
3/12/2003,BRITANNIA,EQ,505,507.6,507.6,501.05,501.2,502.1,504,3499,1.7635E+11,,2753,0.7868
3/13/2003,BRITANNIA,EQ,502.1,500.1,504.95,500.1,502.05,503.8,503.4,2988,1.50415E+11,,2144,0.7175
3/17/2003,BRITANNIA,EQ,503.8,506.85,506.85,500,500.05,501.6,503.58,4559,2.29582E+11,,2517,0.5521
3/19/2003,BRITANNIA,EQ,501.6,544.05,599,490,500,500.2,502.43,2798,1.40581E+11,,1708,0.6104
3/20/2003,BRITANNIA,EQ,500.2,510,510,492,498.95,499.2,500.34,3045,1.52354E+11,,2244,0.7369
3/21/2003,BRITANNIA,EQ,499.2,492,499.95,492,499,498.5,497.48,7769,3.86492E+11,,6998,0.9008
3/22/2003,BRITANNIA,EQ,498.5,493.5,503.75,493.5,499.25,498.85,496.96,2208,1.09729E+11,,1467,0.6644
3/24/2003,BRITANNIA,EQ,498.85,499,501.9,496.05,500.05,499.85,499.14,1941,96882605000,,1389,0.7156
3/25/2003,BRITANNIA,EQ,499.85,504,504,495.2,500,499.95,498.16,4509,2.24618E+11,,3934,0.8725
3/26/2003,BRITANNIA,EQ,499.95,495,503.7,493.1,501.25,500.8,499.35,3109,1.55249E+11,,2099,0.6751
3/27/2003,BRITANNIA,EQ,500.8,501.5,501.5,482.1,491.45,496.05,496.29,9304,4.61744E+11,,7235,0.7776
3/28/2003,BRITANNIA,EQ,496.05,498.6,500.9,487.1,500,500.1,497.85,4391,2.18606E+11,,3731,0.8497
3/31/2003,BRITANNIA,EQ,500.1,499.85,503,495,502.9,497.2,498.66,2717,1.35485E+11,,2324,0.8554
4/1/2003,BRITANNIA,EQ,497.2,507,507,495.1,495.55,495.75,499.1,2106,1.0511E+11,,1164,0.5527
4/2/2003,BRITANNIA,EQ,495.75,496.05,499.95,495.55,499.45,499.55,497.43,461,22931435000,,313,0.679
4/3/2003,BRITANNIA,EQ,499.55,500,502.95,495.65,499.15,499.15,499,4674,2.33234E+11,,4356,0.932
4/4/2003,BRITANNIA,EQ,499.15,499.5,500,494,499.9,499.75,497.64,2680,1.33368E+11,,1869,0.6974
4/7/2003,BRITANNIA,EQ,499.75,508,524.95,503,511,519.35,524.13,128004,6.7091E+12,,125145,0.9777
4/8/2003,BRITANNIA,EQ,519.35,510,524,508.3,514,514.25,519.48,12211,6.34336E+11,,7229,0.592
4/9/2003,BRITANNIA,EQ,514.25,516.4,517,510,514.15,513.8,514.63,7025,3.61527E+11,,6584,0.9372
4/10/2003,BRITANNIA,EQ,513.8,515,522.95,507.55,522.95,520.7,520.49,12060,6.2771E+11,,10900,0.9038
4/11/2003,BRITANNIA,EQ,520.7,525,530,516.05,530,528,525.76,4781,2.51366E+11,,3893,0.8143
4/15/2003,BRITANNIA,EQ,528,529.95,531,520.8,524.9,524.35,525.05,2925,1.53578E+11,,1800,0.6154
4/16/2003,BRITANNIA,EQ,524.35,518.6,524,510.05,510.5,511.35,515.17,2002,1.03138E+11,,1458,0.7283
4/17/2003,BRITANNIA,EQ,511.35,524,528.45,512.05,518.15,518.6,519.73,3595,1.86844E+11,,2198,0.6114
4/21/2003,BRITANNIA,EQ,518.6,514,518.6,508.25,508.45,510.15,512.48,2537,1.30015E+11,,1543,0.6082
4/22/2003,BRITANNIA,EQ,510.15,503,515.7,503,513.35,512.85,509.27,3267,1.66378E+11,,2435,0.7453
4/23/2003,BRITANNIA,EQ,512.85,508.7,515,507.8,509,510.3,511.89,1283,65675930000,,667,0.5199
4/24/2003,BRITANNIA,EQ,510.3,500,512.9,500,501,507.6,507.77,11019,5.59511E+11,,7874,0.7146
4/25/2003,BRITANNIA,EQ,507.6,508.7,515,502.15,515,513.7,510.39,4095,2.09005E+11,,2815,0.6874
4/28/2003,BRITANNIA,EQ,513.7,544,544,507.05,515.25,516.6,516.39,4190,2.16366E+11,,3165,0.7554
4/29/2003,BRITANNIA,EQ,516.6,510.7,524,510.7,515.5,516.2,516.78,1468,75862900000,,1062,0.7234
4/30/2003,BRITANNIA,EQ,516.2,512.6,516.75,512.6,515.45,514.75,514.32,2719,1.39844E+11,,2258,0.8305
5/2/2003,BRITANNIA,EQ,514.75,510.6,519,509,516.9,514.3,511.91,1887,96597120000,,993,0.5262
5/5/2003,BRITANNIA,EQ,514.3,519.3,529.95,516.1,524,524.55,523.3,11302,5.91434E+11,,9953,0.8806
5/6/2003,BRITANNIA,EQ,524.55,529.5,530,506,522,522.25,520.4,10870,5.65671E+11,,7346,0.6758
5/7/2003,BRITANNIA,EQ,522.25,510,550,510,545.1,547.5,544.52,154196,8.39627E+12,,126433,0.8199
5/8/2003,BRITANNIA,EQ,547.5,531.1,540,525.15,527,527.75,530.46,8846,4.69241E+11,,4882,0.5519
5/9/2003,BRITANNIA,EQ,527.75,520,550,520,541.1,549.55,548.42,111778,6.13015E+12,,100878,0.9025
5/12/2003,BRITANNIA,EQ,549.55,532.25,589,525,538,537.8,540.79,9420,5.09427E+11,,5753,0.6107
5/13/2003,BRITANNIA,EQ,537.8,527.05,544.9,527.05,535,537.6,536.67,3998,2.14561E+11,,2372,0.5933
5/14/2003,BRITANNIA,EQ,537.6,545.35,552,540,547.9,548.75,548.53,37215,2.04134E+12,,29246,0.7859
5/15/2003,BRITANNIA,EQ,548.75,547.6,555,542,545,544.8,546.85,8594,4.6996E+11,,4545,0.5289
5/16/2003,BRITANNIA,EQ,544.8,542.25,546.9,535,535,535.2,538,3487,1.87599E+11,,2737,0.7849
5/19/2003,BRITANNIA,EQ,535.2,525,535,525,535,532.7,531.01,8153,4.32932E+11,,4930,0.6047
5/20/2003,BRITANNIA,EQ,532.7,536.9,536.9,530,534.95,533.25,532.55,2946,1.5689E+11,,1894,0.6429
5/21/2003,BRITANNIA,EQ,533.25,531.05,536.45,531,533,533,533.61,5250,2.80148E+11,,3292,0.627
5/22/2003,BRITANNIA,EQ,533,526,538.95,526,534.9,534.2,534.12,4759,2.54187E+11,,4069,0.855
5/23/2003,BRITANNIA,EQ,534.2,535,539,528.5,538.9,538.15,536.55,5154,2.76537E+11,,2611,0.5066
5/26/2003,BRITANNIA,EQ,538.15,540,540,534,539,537.85,537.16,3815,2.04928E+11,,1703,0.4464
5/27/2003,BRITANNIA,EQ,537.85,533.4,538.65,533,533,533.65,534.05,1830,97730330000,,1101,0.6016
5/28/2003,BRITANNIA,EQ,533.65,533.1,535,526,526,527.75,530.92,2354,1.24978E+11,,1593,0.6767
5/29/2003,BRITANNIA,EQ,527.75,526,537.5,526,533.25,535.1,531.9,6169,3.28126E+11,,4157,0.6739
5/30/2003,BRITANNIA,EQ,535.1,538.5,538.9,528.05,529.05,530.1,531.05,5765,3.06151E+11,,4093,0.71
6/2/2003,BRITANNIA,EQ,530.1,529.2,533.75,525.5,530.1,530.15,530.31,11358,6.02323E+11,,8726,0.7683
6/3/2003,BRITANNIA,EQ,530.15,530.5,534.9,521.1,525.1,525.15,525.11,7748,4.06859E+11,,5790,0.7473
6/4/2003,BRITANNIA,EQ,525.15,528.6,538,528.6,535,532.6,533.29,5699,3.0392E+11,,2453,0.4304
6/5/2003,BRITANNIA,EQ,532.6,525.5,535,525.5,535,534.3,532.35,5452,2.90238E+11,,3890,0.7135
6/6/2003,BRITANNIA,EQ,534.3,538.5,538.5,530,534,534.65,534.33,6156,3.28931E+11,,4789,0.7779
6/9/2003,BRITANNIA,EQ,534.65,539.95,585,532.6,550,545.35,540.85,11311,6.1176E+11,,10057,0.8891
6/10/2003,BRITANNIA,EQ,545.35,542.65,548,538.3,543.3,545,543.86,7180,3.90493E+11,,4650,0.6476
6/11/2003,BRITANNIA,EQ,545,541.6,543,535,542,540.25,540.66,6067,3.28017E+11,,3515,0.5794
6/12/2003,BRITANNIA,EQ,540.25,533.1,539.95,533.1,536.85,535.85,536.15,2551,1.36773E+11,,1945,0.7624
6/13/2003,BRITANNIA,EQ,535.85,537,574.8,527.05,542,546.35,553.93,70868,3.92561E+12,,20539,0.2898
